0:6.123233995736766e-17,0.0,1.0;90,0
5408:0.3696642455063639,0.46336360925041953,-0.8053834560112564;-53.647304013436965,51.41768166652997
5409:0.12745931710367966,0.7055293125259919,-0.6971244592252267;-44.19675183459033,79.75952854197558
5410:0.13929371190103337,0.6793230560249954,-0.7204980550825191;-46.09561610863561,78.41224440041644
5411:0.11369479008248547,0.6621883324177202,-0.7406619384833667;-47.787833135908436,80.25756205537097
5412:0.15091512290570033,0.6521177190359443,-0.7429448877256741;-47.98288272985589,76.9698170370651
5413:0.1622661817445195,0.6240685131137909,-0.764335121005176;-49.847877654301094,75.42506415510603
5414:0.13564184345346209,0.605180590513642,-0.7844474126224817;-51.6695995337689,77.36682575094581
5415:0.09841300569553649,0.6152546392889389,-0.782161498121333;-51.45890838699299,80.91224160179253
5416:0.10872552168560434,0.5853877617375249,-0.8034301023375487;-53.45891279126078,79.47820790041601
5417:0.08167301188866866,0.5648077459912215,-0.8211709500447206;-55.2021827001396,81.77188038998527
5418:0.21273782713294043,0.4659470996693568,-0.8588573322831153;-59.18852530733704,65.45994670401046
5419:0.2208766686433009,0.4330646450279834,-0.873881290837505;-60.91285200400826,62.97698004178285
5420:0.19360435749838614,0.41216801992648366,-0.8903004414845131;-62.91102452715382,64.8395264913739
5421:0.22868744161084942,0.3995104025860131,-0.8877462994994945;-62.59139994727904,60.2123477416236
5422:0.2361225797091737,0.3654742917804368,-0.9003747383168149;-64.20736871657392,57.134643440831944
5423:0.21156964467026146,0.3477022431799892,-0.9134229226057899;-65.98274468997954,58.68034959251398
5424:0.1765087740738518,0.3603419547256147,-0.9159685192949968;-66.34364619221638,63.9026836469031
5425:0.18672098565387416,0.32953566345461127,-0.925495283633566;-67.74315840866225,60.4633090679318
5426:0.1616910632449796,0.3110774988393483,-0.936529118491552;-69.47660564110399,62.535607271471186
5427:-0.0008030534784021109,0.30751178579799376,-0.9515439331425741;-72.09059390511419,90.14962506338317
5428:0.00921588085684145,0.2763929064921616,-0.9610005352656407;-73.94580282337981,88.0902710946937
5429:-0.017266929669978285,0.2560741068528904,-0.9665029254685504;-75.12829082511863,93.8575820562115
5430:0.019199451286336544,0.24487835062257296,-0.9693636956615777;-75.78094076988938,85.51695062425209
5431:0.029115816531433632,0.21313477008900536,-0.9765888792152072;-77.57776702736363,82.22111492221948
5432:0.002659324812163242,0.19392402490799757,-0.9810129461709595;-78.81706012200958,89.2143390270228
5433:-0.03380034663730477,0.2051193759934596,-0.9781531465773914;-78.00152840549882,99.3573246607396
5434:-0.023863874688627468,0.17448182755039593,-0.9843711735618426;-79.85696163513383,97.78802108353808
5435:-0.05033746958567996,0.15492280144690745,-0.986643332084879;-80.625,107.99999999999997
5436:-0.13178520628297433,0.0957475569265402,0.986643332084879;80.625,143.99999999999997
5437:-0.12186412520189503,0.12713193009333834,0.9843711735618427;79.85696163513387,133.78802108353807
5438:-0.14791119901373395,0.14607771577851217,0.9781531465773914;78.00152840549882,135.3573246607396
5439:-0.11183424293951615,0.15845094367380558,0.9810129461709595;78.81706012200958,125.2143390270228
5440:-0.1017222842300314,0.1895434986598326,0.9765888792152073;77.57776702736366,118.22111492221948
5441:-0.1284032007283335,0.20939590152638485,0.9693636956615777;75.78094076988938,121.5169506242521
5442:-0.16448582304578532,0.19701905765098993,0.9665029254685505;75.12829082511864,129.85758205621147
5443:-0.15500387004302563,0.22902351733138038,0.9610005352656407;73.94580282337981,124.09027109469372
5444:-0.18140057650960187,0.24831023768975857,0.9515439331425742;72.09059390511419,126.14962506338316
5445:-0.05203594813405489,0.34670660553157423,0.936529118491552;69.47660564110399,98.53560727147116
5446:-0.042635752482611255,0.3763517936482655,0.925495283633566;67.74315840866225,96.4633090679318
5447:-0.06900508888792413,0.3952720194601443,0.9159685192949969;66.3436461922164,99.9026836469031
5448:-0.03321081269809824,0.40565454068484036,0.9134229226057899;65.98274468997954,94.68034959251398
5449:-0.02379321906020234,0.4344642831438277,0.9003747383168149;64.20736871657392,93.13464344083195
5450:-0.049814296114181575,0.45762981068501485,0.8877462994994945;62.59139994727904,96.21234774162359
5451:-0.08563706817814015,0.4472487187755083,0.8903004414845131;62.91102452715382,100.83952649137392
5452:-0.07585603304336906,0.4801847058946163,0.8738812908375051;60.91285200400827,98.97698004178285
5453:-0.1017683160371504,0.502003279505715,0.8588573322831153;59.18852530733704,101.45994670401045
5454:-0.265910808874473,0.504945256959974,0.8211709500447208;55.20218270013963,117.77188038998526
5455:-0.2561214984558813,0.537495905739374,0.8034301023375487;53.45891279126078,115.47820790041601
5456:-0.2820198093033559,0.5555971724343914,0.7821614981213331;51.45890838699301,116.91224160179252
5457:-0.24597966957537176,0.5693296575671117,0.7844474126224817;51.6695995337689,113.3668257509458
5458:-0.23554216978472778,0.6002597013386001,0.764335121005176;49.847877654301094,111.42506415510601
5459:-0.26121227886903897,0.6162800006249828,0.7429448877256742;47.982882729855895,112.9698170370651
5460:-0.2972435186866586,0.602549735275716,0.7406619384833668;47.78783313590845,116.25756205537097
5461:-0.2866050937362418,0.6314586865874497,0.7204980550825192;46.09561610863562,114.41224440041644
5462:-0.31158297133452284,0.6457039107240136,0.6971244592252268;44.19675183459034,115.75952854197558
5463:0.026706360861032487,0.5921522262669666,0.8053834560112564;53.647304013436965,87.41768166652997
5464:0.03484259337207263,0.6174613464764362,0.7858291667370298;51.797431207824864,86.77029390687589
5465:0.008981934035854832,0.6381747929021837,0.7698391121300805;50.339443461307894,89.1936489168299
5466:0.04292867307024013,0.6421522931457779,0.7653741316742075;49.94028791542961,86.1753971699396
5467:0.05091375406979523,0.6661028093879895,0.744120176431165;48.0835843107766,85.6290800377697
5468:0.02442306567192174,0.6867094962114305,0.7265215631185549;46.59557155178604,87.96311389938512
5469:-0.009533518713047027,0.6825458334853792,0.7307806081257883;46.95187516144781,90.80023178155689
5470:-0.0021736130424660056,0.7063410881492305,0.7078683087965605;45.061738690929616,90.17631490310421
5471:-0.028754383318543877,0.7249051019893787,0.6882483407533495;43.49160931090167,92.27152704864872
5472:0.0882741723481568,0.7779564487865418,0.6220863559729314;38.468651825289754,83.52637659173514
5473:0.09452680119012899,0.7973195959001337,0.5961091727615079;36.59174296341692,83.23881674773179
5474:0.06785916867697218,0.8147003466988789,0.5758979756130393;35.16254225778974,85.23863007257893
5475:0.10066435106306053,0.815854390740445,0.5694280477238457;34.71035140691216,82.9660999270007
5476:0.10663778397922365,0.8334720215348183,0.5421741162640134;32.83176335706589,82.70895787349006
5477:0.09086711418677042,0.8531404109934898,0.5137067321821155;30.91105028293362,83.92040518761276
5478:0.058027191151019106,0.8520753807328778,0.5201926476182113;31.345174805316738,86.10411501893306
5479:0.07486500222836613,0.8716019166335893,0.4844639618815837;28.977358620000057,85.09071025816709
5480:0.05876971434887957,0.8887601724797355,0.4545893492913599;27.038515353837727,86.2167954116182
5481:-0.0811199591472458,0.9094904606816776,0.40773355780089904;24.062539745356556,95.09688111530379
5482:-0.06448239276240966,0.9266242103813042,0.3704181336798443;21.74140697599908,93.98071026109442
5483:-0.08208537214803639,0.937794982223398,0.3373463546504318;19.715281881439417,95.00236115965042
5484:-0.04773428872011761,0.9419682890223894,0.33229080660863425;19.407877243271304,92.90098489824251
5485:-0.030983226320046083,0.9554409059358093,0.29355189481820926;17.07072294662778,91.85734797686601
5486:-0.04882838015168889,0.9640801915682405,0.26108460988251847;15.134428784767783,92.89941815301705
5487:-0.08319821124418801,0.9603021268064311,0.2662665636102526;15.442225800416505,94.9516009213232
5488:-0.06670251385614459,0.9713273562125658,0.22819715536872542;13.190953950517578,93.9284201176486
5489:-0.08446493172231469,0.9771468383127395,0.1950634042678471;11.24842751599991,94.94038789847643
5490:-0.37777566709242155,0.82687438346694,0.41661048872903306;24.620777644760324,114.55432864162637
5491:-0.3632963947810525,0.8494828816524971,0.38261542483080746;22.495782474712687,113.15483143429134
5492:-0.38633034184660386,0.8547171017691567,0.3467095944908638;20.286190753455564,114.3228688636957
5493:-0.34814958296457843,0.8705399891188339,0.3477815337630372;20.351683703180687,111.79764124798425
5494:-0.3324508756117975,0.8898953565035344,0.31235023575850984;18.200923833380493,110.48489552873237
5495:-0.3556775410677639,0.8935871518420444,0.27385304242022257;15.893674643503429,111.70420804818015
5496:-0.3938720096886442,0.8777547490556973,0.2727846045765752;15.830034465263324,114.16704817943761
5497:-0.3783059792572787,0.895425091490652,0.23473067883672336;13.575747750432619,112.90345393523485
5498:-0.4001533109928917,0.8954051503572227,0.19526122097125553;11.259983794408688,114.07969433935732
5499:-0.24666520724029206,0.9619167499325271,0.11778133016886795;6.7640740731834885,104.38250604865053
5500:-0.2298541597274675,0.9700375617917467,0.07870320177161255;4.5140296296341464,103.33059493230479
5501:-0.25095693433880223,0.9671975987781164,0.03936269839728619;2.2558993010360657,104.54566719510552
5502:-0.21261300529051677,0.9763436014992799,0.03935583556157718;2.25550578458793,102.28519139472871
5503:-0.19509032201612816,0.9807852804032304,0.0;0.0,101.24999999999999
5504:-0.21311066274621857,0.9764620436620867,-0.0332524091026304;-1.9055739830424003,102.31162277777956
5505:-0.2514081704372453,0.9673096388019791,-0.033256495879478605;-1.9058082676862935,104.56909315430015
5506:-0.23090580451931378,0.9707001790219759,-0.06651069001290105;-3.8135970460409045,103.38058331803086
5507:-0.2483670601186863,0.9635349720928091,-0.09956987999445571;-5.714402801289334,104.45428529781115
5508:-0.4002735515034165,0.9013688732294864,-0.16527322329962488;-9.513106928218656,113.944713297702
5509:-0.37951561027705194,0.903570226323174,-0.19881837857281984;-11.467869535418554,112.78327436925997
5510:-0.3957873940054312,0.8887413084607614,-0.23128170135538859;-13.372542605258738,114.00507180344421
5511:-0.35815744229871277,0.9043363492262498,-0.23216161180131092;-13.424368348474337,111.60577000681508
5512:-0.3363284847381285,0.9036659638086397,-0.26508673336769717;-15.37210657068704,110.4143762393476
5513:-0.35276162771928377,0.8878139522348395,-0.2955429245067381;-17.190096349195585,111.66977195825194
5514:-0.3903819399597714,0.8722252465717268,-0.294660924107924;-17.137206016736673,114.11186207873159
5515:-0.3687550043978353,0.8706275982956314,-0.3256183837217015;-19.003043780697613,112.95512496578995
5516:-0.3842239727447569,0.8522095321866611,-0.355120897749525;-20.80085410416981,114.26852899103739
5517:-0.811759918479152,0.4636108095507393,0.355120897749525;20.80085410416981,150.26852899103739
5518:-0.8100711278356448,0.48760376949891704,0.3256183837217015;19.003043780697613,148.95512496578996
5519:-0.8285067603365425,0.4761843003297265,0.294660924107924;17.137206016736673,150.11186207873163
5520:-0.807234099691402,0.5109084928530903,0.2955429245067381;17.190096349195585,147.66977195825194
5521:-0.8032569863709033,0.5333921987044598,0.2650867333676971;15.372106570687036,146.4143762393476
5522:-0.8213110266687287,0.5211038125730576,0.23216161180131092;13.424368348474337,147.60577000681508
5523:-0.8425877621261185,0.4863688289081203,0.23128170135538859;13.372542605258738,150.00507180344422
5524:-0.8381398317880484,0.5079299899710362,0.19881837857281986;11.467869535418556,148.78327436926
5525:-0.8536394361248556,0.4939478461868122,0.1652732232996249;9.513106928218658,149.944713297702
5526:-0.7672848191431544,0.6335296720046715,0.09956987999445571;5.714402801289334,140.45428529781114
5527:-0.7573699695827253,0.649589914706401,0.06651069001290105;3.8135970460409045,139.38058331803086
5528:-0.771963822496607,0.6347959217246478,0.033256495879478605;1.9058082676862935,140.56909315430013
5529:-0.7463601365321423,0.6647110830162177,0.0332524091026304;1.9055739830424003,138.31162277777958
5530:-0.7343225094356853,0.6788007455329418,0.0;0.0,137.25
5531:-0.7458879046365547,0.6649077770068116,-0.03935583556157717;-2.25550578458793,138.28519139472874
5532:-0.7715329093507982,0.6349705093652597,-0.039362698397286185;-2.2558993010360653,140.54566719510552
5533:-0.7561296944382321,0.6496719874056774,-0.07870320177161254;-4.514029629634146,139.3305949323048
5534:-0.7649568241218607,0.6332208267998207,-0.11778133016886794;-6.764074073183488,140.38250604865053
5535:-0.8500367711553528,0.48919376863222297,-0.19526122097125564;-11.259983794408697,150.0796943393573
5536:-0.8323736296036385,0.502051440744189,-0.2347306788367234;-13.57574775043262,148.90345393523484
5537:-0.8345804460713465,0.47860635029359333,-0.2727846045765753;-15.830034465263328,150.16704817943761
5538:-0.8129865247321028,0.5138651785840385,-0.2738530424202226;-15.893674643503433,147.70420804818016
5539:-0.7920257748011061,0.5245307448303776,-0.3123502357585099;-18.200923833380497,146.48489552873238
5540:-0.7933494963377952,0.4996444550217644,-0.3477815337630373;-20.35168370318069,147.79764124798425
5541:-0.8149379192986607,0.4644013832636058,-0.3467095944908639;-20.286190753455568,150.3228688636957
5542:-0.7932264672832715,0.47370582462414546,-0.38261542483080746;-22.495782474712687,149.15483143429134
5543:-0.7916515028394001,0.4469044626461851,-0.4166104887290331;-24.620777644760327,150.55432864162637
5544:-0.6426860660765183,0.7408811569924879,-0.1950634042678471;-11.24842751599991,130.94038789847644
5545:-0.6248953624071353,0.7466135843417777,-0.22819715536872545;-13.190953950517578,129.9284201176486
5546:-0.6317601946800615,0.7279980587343611,-0.2662665636102526;-15.442225800416505,130.95160092132318
5547:-0.6061751079816307,0.7512566571724683,-0.2610846098825185;-15.134428784767788,128.89941815301705
5548:-0.5866600305795111,0.7547564465237022,-0.2935518948182092;-17.070722946627775,127.857347976866
5549:-0.5922929192035098,0.7340108430430492,-0.3322908066086342;-19.407877243271297,128.90098489824248
5550:-0.6176305212821487,0.7104435066807256,-0.33734635465043183;-19.71528188143942,131.00236115965043
5551:-0.5968233968620379,0.7117529340994665,-0.3704181336798443;-21.74140697599908,129.9807102610944
5552:-0.6002125054225007,0.6881121232600581,-0.4077335578008991;-24.06253974535656,131.09688111530377
5553:-0.4748544245456984,0.7535660548354282,-0.4545893492913599;-27.038515353837727,122.21679541161818
5554:-0.4517476933804108,0.7491453071090267,-0.4844639618815837;-28.977358620000057,121.09071025816712
5555:-0.4538923588592615,0.7234509906919271,-0.5201926476182114;-31.34517480531674,122.10411501893304
5556:-0.4279503121098064,0.7436154407191203,-0.5137067321821156;-30.91105028293363,119.92040518761274
5557:-0.40363078297488425,0.7369731465178484,-0.5421741162640134;-32.83176335706589,118.70895787349005
5558:-0.3981080081575525,0.7192090880308978,-0.5694280477238458;-34.71035140691216,118.96609992700068
5559:-0.4239696281433391,0.6989930443837061,-0.5758979756130395;-35.16254225778974,121.23863007257891
5560:-0.39217891124717635,0.7006065627173143,-0.5961091727615079;-36.59174296341692,119.23881674773178
5561:-0.3858560219285119,0.6812662446164665,-0.6220863559729314;-38.468651825289754,119.52637659173513
